x,y,height,momentum_x
0.01,0.01,7.26759,21.2132
0.03,0.01,7.26761,21.2131
0.05,0.01,7.26764,21.2129
0.07,0.01,7.26766,21.2128
0.09,0.01,7.26768,21.2127
0.11,0.01,7.26771,21.2126
0.13,0.01,7.26773,21.2124
0.15,0.01,7.26775,21.2123
0.17,0.01,7.26777,21.2122
0.19,0.01,7.26779,21.2121
0.21,0.01,7.26781,21.212
0.23,0.01,7.26782,21.2119
0.25,0.01,7.26784,21.2118
0.27,0.01,7.26785,21.2118
0.29,0.01,7.26787,21.2117
0.31,0.01,7.26788,21.2116
0.33,0.01,7.26789,21.2115
0.35,0.01,7.26791,21.2115
0.37,0.01,7.26792,21.2114
0.39,0.01,7.26793,21.2113
0.41,0.01,7.26794,21.2113
0.43,0.01,7.26795,21.2112
0.45,0.01,7.26796,21.2112
0.47,0.01,7.26797,21.2111
0.49,0.01,7.26798,21.2111
0.51,0.01,7.26799,21.211
0.53,0.01,7.268,21.211
0.55,0.01,7.268,21.2109
0.57,0.01,7.26801,21.2109
0.59,0.01,7.26802,21.2108
0.61,0.01,7.26803,21.2108
0.63,0.01,7.26804,21.2107
0.65,0.01,7.26804,21.2107
0.67,0.01,7.26805,21.2107
0.69,0.01,7.26805,21.2106
0.71,0.01,7.26806,21.2106
0.73,0.01,7.26806,21.2106
0.75,0.01,7.26807,21.2106
0.77,0.01,7.26807,21.2105
0.79,0.01,7.26808,21.2105
0.81,0.01,7.26808,21.2105
0.83,0.01,7.26808,21.2105
0.85,0.01,7.26809,21.2104
0.87,0.01,7.26809,21.2104
0.89,0.01,7.2681,21.2104
0.91,0.01,7.2681,21.2104
0.93,0.01,7.2681,21.2104
0.95,0.01,7.26811,21.2103
0.97,0.01,7.26811,21.2103
0.99,0.01,7.26812,21.2103
1.01,0.01,7.26812,21.2103
1.03,0.01,7.26813,21.2103
1.05,0.01,7.26813,21.2102
1.07,0.01,7.26813,21.2102
1.09,0.01,7.26814,21.2102
1.11,0.01,7.26814,21.2102
1.13,0.01,7.26814,21.2101
1.15,0.01,7.26815,21.2101
1.17,0.01,7.26815,21.2101
1.19,0.01,7.26815,21.2101
1.21,0.01,7.26815,21.2101
1.23,0.01,7.26816,21.2101
1.25,0.01,7.26816,21.2101
1.27,0.01,7.26816,21.2101
1.29,0.01,7.26816,21.2101
1.31,0.01,7.26816,21.2101
1.33,0.01,7.26816,21.2101
1.35,0.01,7.26816,21.2101
1.37,0.01,7.26816,21.21
1.39,0.01,7.26816,21.21
1.41,0.01,7.26816,21.21
1.43,0.01,7.26817,21.21
1.45,0.01,7.26817,21.21
1.47,0.01,7.26817,21.21
1.49,0.01,7.26817,21.21
1.51,0.01,7.26817,21.21
1.53,0.01,7.26817,21.21
1.55,0.01,7.26817,21.21
